"WithinNestRep","TubeLetter","NestBox","BroodID","RingNumber","Plot","year","Species","Type","Age","Sex","nSamples","dateSample","AdateSample","timeSample","tube_ID","ClutchSize","NumberFledged","SPY","Ha","TreatmentB","TreatmentG","Doublebox","TubeLetterValue","SpecType","Sum.OakNr.","MeanCircumference","MaxCircumference","Subplot","RRA_Noctuidae","RRA_Erebidae","RRA_Geometridae","RRA_Tineidae","RRA_Lasiocampidae","RRA_Gelechiidae","RRA_Ypsolophidae","RRA_Tortricidae","RRA_Lycaenidae","RRA_Lypusidae","RRA_Notodontidae","RRA_Psychidae","RRA_Nolidae","RRA_Glyphipterigidae","RRA_Drepanidae","RRA_Pyralidae","RRA_Eriocraniidae","RRA_Argyresthiidae","RRA_Adelidae","RRA_Coleophoridae","RRA_Hesperiidae","RRA_Crambidae","RRA_Oecophoridae","RRA_Argidae","RRA_Pamphiliidae","RRA_Tenthredinidae","RRA_Chrysomelidae","RRA_Curculionidae","pp1_all","pp1_B","pp1_G","np1_all","np1_B","np1_G","propp1_all","propp1_B","propp1_G","propp2_all","propp2_B","propp2_G"
"1987_AF",NA,"C04",1987,"C5H7124","C",2023,"G","AF",5,-0.5,1,"22.05.2023",51,"14:34","C_04_2",9,8,"C12023",5.08,1,1,1,1,"1_AF",0,0,0,"C1",0.00561797752808989,0,0.99438202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.99438202247191,0,0,0.00561797752808989,1,1,0.99438202247191,0.895222129086337,0.895222129086337,0.890192791282481
"1987_chick1","A","C04",1987,NA,"C",2023,"G","chick1",1,2,2,"22.05.2023",51,"15:00","C_04_3A",9,8,"C12023",5.08,1,1,0,1,"1_chick1",0,0,0,"C1",0.091383812010444,0,0.908616187989556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.908616187989556,0,0,0.091383812010444,1,1,0.908616187989556,0.0331573023980608,0.0331573023980608,0.0301272617089429
"1987_chick1","B","C04",1987,NA,"C",2023,"G","chick1",1,2,1,"22.05.2023",51,"15:00","C_04_3B",9,8,"C12023",5.08,1,1,0,2,"1_chick1",0,0,0,"C1",0.0833333333333329,0,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.916666666666667,0,0,0.0833333333333329,1,1,0.916666666666667,0.0151070079731431,0.0151070079731431,0.0138480906420479
"1987_chick2","C","C04",1987,NA,"C",2023,"G","chick2",1,2,2,"26.05.2023",55,"16:56","C_04_4C",9,8,"C12023",5.08,1,1,0,3,"1_chick2",0,0,0,"C1",0.0187301213334904,0.00471198020968312,0.976557898456827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.995288019790317,0.98126987866651,0,0.00471198020968312,0.0187301213334904,1,0.995288019790317,0.98126987866651,0.987399193548387,0.98274658808933,0.968905086848635
"1994_AM",NA,"C09",1994,"C5H7363","C",2023,"G","AM",5,0.5,1,"29.05.2023",58,"12:32","C_09_1",7,7,"C12023",5.08,1,1,1,1,"1_AM",0,0,0,"C1",0.82188703465982,0,0.151636713735558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834403080872916,0,0.0181322207958922,0.973523748395379,0.973523748395379,0.151636713735558,0.0264762516046213,0.0264762516046213,0.848363286264442,0.973523748395379,0.973523748395379,0.151636713735558,0.243840681644629,0.243840681644629,0.0379807885535148
"1994_chick1","B","C09",1994,NA,"C",2023,"G","chick1",1,2,4,"22.05.2023",51,NA,"C_09_3B",7,7,"C12023",5.08,1,1,0,2,"1_chick1",0,0,0,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.00182578479297956,0.00182578479297956,0.00182578479297956
"1995_AF",NA,"C09a",1995,"B5K0521","C",2023,"B","AF",5,-0.5,1,"25.05.2023",54,"13:10","C_09a_2",9,9,"C12023",5.08,1,1,1,1,"2_AF",0,0,0,"C1",0.108695652173913,0,0.891304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.891304347826087,0,0,0.108695652173913,1,1,0.891304347826087,0.172474636082929,0.172474636082929,0.153727393030437
"1996_AM",NA,"C10",1996,"C3F6158","C",2023,"G","AM",6,0.5,1,"27.05.2023",56,"08:09","C_10_1",9,3,"C12023",5.08,1,1,1,1,"1_AM",10,1.646,2.16,"C1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0.0111301369863013,0.0111301369863013,0
"1996_chick1",NA,"C10",1996,NA,"C",2023,"G","chick1",1,2,NA,"25.05.2023",54,"13:04","C_10_3",9,3,"C12023",5.08,1,1,1,1,"1_chick1",10,1.646,2.16,"C1",0.35534624852831,0.0485925291662208,0.59606122230547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.951407470833779,0.64465375147169,0,0.0485925291662208,0.35534624852831,1,0.951407470833779,0.64465375147169,0.472943558592761,0.449962034927866,0.304884839281195
"1996_chick2","B","C10",1996,NA,"C",2023,"G","chick2",1,2,2,"28.05.2023",57,"12:15","C_10_4B",9,3,"C12023",5.08,1,1,0,2,"1_chick2",10,1.646,2.16,"C1",0.490654205607477,0,0.509345794392523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.509345794392523,0,0,0.490654205607477,1,1,0.509345794392523,0.00927450810435989,0.00927450810435989,0.00472393169801508
"1997_AM",NA,"C10a",1997,"B4P0517","C",2023,"B","AM",6,0.5,1,"23.05.2023",52,"10:12","C_10a_1",11,11,"C12023",5.08,1,1,1,1,"2_AM",10,1.646,2.16,"C1",0.0200715256022844,0.00116437026974578,0.149288902442405,0,0,0,0,0.829475201685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170524798314436,0.16936042804469,0.150453272712151,0.829475201685564,0.83063957195531,0.849546727287849,0.170524798314436,0.16936042804469,0.150453272712151,0.168700803598366,0.167548887852774,0.148843970269603
"1997_chick1","B","C10a",1997,NA,"C",2023,"B","chick1",1,2,2,"23.05.2023",52,"11:22","C_10a_3B",11,11,"C12023",5.08,1,1,1,2,"2_chick1",10,1.646,2.16,"C1",0.212071778140293,0,0.709624796084829,0,0,0,0,0.0285481239804242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497553017944535,0.921696574225122,0.921696574225122,0.709624796084829,0.0783034257748777,0.0783034257748777,0.290375203915171,0.921696574225122,0.921696574225122,0.709624796084829,0.113819500402901,0.113819500402901,0.0876309427880741
"1997_chick1","D","C10a",1997,NA,"C",2023,"B","chick1",1,2,1,"23.05.2023",52,"11:22","C_10a_3D",11,11,"C12023",5.08,1,1,1,4,"2_chick1",10,1.646,2.16,"C1",0.01659256045982,0.00607309402450927,0.977334345515671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.993926905975491,0.98340743954018,0,0.00607309402450927,0.01659256045982,1,0.993926905975491,0.98340743954018,0.937379282301515,0.931686489783471,0.921825759886144
"1998_chick1","A","C11",1998,NA,"C",2023,"B","chick1",1,2,1,"23.05.2023",52,"11:13","C_11_3A",10,8,"C12023",5.08,1,1,0,1,"2_chick1",9,1.43333333333333,1.69,"C1",0.227289502820689,0,0.772710497179311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.772710497179311,0,0,0.227289502820689,1,1,0.772710497179311,0.979852249832102,0.979852249832102,0.75714211913003
"1998_chick1","B","C11",1998,NA,"C",2023,"B","chick1",1,2,1,"23.05.2023",52,"11:13","C_11_3B",10,8,"C12023",5.08,1,1,0,2,"2_chick1",9,1.43333333333333,1.69,"C1",0.167583981780224,0.00256215600683241,0.813626874169671,0,0,0,0,0.0162269880432719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983773011956728,0.981210855949896,0.816189030176504,0.0162269880432719,0.0187891440501044,0.183810969823496,0.983773011956728,0.981210855949896,0.816189030176504,0.893629859494871,0.891302473924662,0.741401603310059
"1998_chick2","A","C11",1998,NA,"C",2023,"B","chick2",1,2,1,"28.05.2023",57,"12:40","C_11_4A",10,8,"C12023",5.08,1,1,0,1,"2_chick2",9,1.43333333333333,1.69,"C1",0.096179688999808,0,0.903820311000192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.903820311000192,0,0,0.096179688999808,1,1,0.903820311000192,0.589987541057878,0.589987541057878,0.533242722845169
"2000_AF",NA,"C13",2000,"CS87902","C",2023,"G","AF",6,-0.5,1,"14.05.2023",43,"09:41","C_13_2",8,6,"C12023",5.08,1,1,1,1,"1_AF",1,1.28,1.28,"C1",0.0676084762865793,0.0262361251261352,0.903128153380424,0,0,0,0,0,0,0,0,0,0,0,0,0.00302724520686175,0,0,0,0,0,0,0,0,0,0,0,0,0.996972754793138,0.970736629667003,0.929364278506559,0.00302724520686175,0.029263370332997,0.070635721493441,0.996972754793138,0.970736629667003,0.929364278506559,0.832350463352991,0.81044650379107,0.775905644481887
"2000_chick2",NA,"C13",2000,NA,"C",2023,"G","chick2",1,2,5,"18.05.2023",47,"09:46","C_13_4",8,6,"C12023",5.08,1,1,1,1,"1_chick2",1,1.28,1.28,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.0270448548812665,0.0270448548812665,0.0270448548812665
"2001_AF",NA,"C13a",2001,"B5G6917","C",2023,"B","AF",5,-0.5,1,"27.05.2023",56,"13:00","C_13a_2",9,9,"C12023",5.08,1,1,1,1,"2_AF",1,1.28,1.28,"C1",0.288456150182124,0,0.702437657607172,0,0,0,0,0.00658447744466237,0,0,0,0,0,0,0,0.00252171476604091,0,0,0,0,0,0,0,0,0,0,0,0,0.990893807789297,0.990893807789297,0.702437657607172,0.00910619221070328,0.00910619221070328,0.297562342392827,0.990893807789297,0.990893807789297,0.702437657607172,0.707512253676103,0.707512253676103,0.501550465139541
"2001_chick1",NA,"C13a",2001,NA,"C",2023,"B","chick1",1,2,5,"26.05.2023",55,"17:20","C_13a_3",9,9,"C12023",5.08,1,1,1,1,"2_chick1",1,1.28,1.28,"C1",0.772839506172839,0.0734567901234567,0.153703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.926543209876543,0.227160493827161,0,0.0734567901234567,0.772839506172839,1,0.926543209876543,0.227160493827161,0.0983845499817807,0.0911575367423783,0.0223490829588243
"2006_AF",NA,"C18",2006,"C5A0963","C",2023,"G","AF",5,-0.5,1,"29.05.2023",58,"14:32","C_18_2",9,7,"C22023",5.77,0,1,0,1,"1_AF",9,1.45111111111111,2.01,"C2",0.277671145233525,0,0.107485604606526,0,0,0,0,0.235444657709533,0.138835572616763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240563019833653,0,0.385156749840051,0.385156749840051,0.107485604606526,0.614843250159949,0.614843250159949,0.892514395393474,0.385156749840051,0.385156749840051,0.107485604606526,0.0459752558423705,0.0459752558423705,0.0128303039560104
"2007_AF",NA,"C19",2007,"B5K0549","C",2023,"B","AF",5,-0.5,1,"27.05.2023",56,"12:23","C_19_2",13,0,"C22023",5.77,0,1,0,1,"2_AF",2,2.09,2.33,"C2",0.00389870394436444,0,0.698886586351024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297214709704612,0.702785290295388,0.702785290295388,0.698886586351024,0.297214709704612,0.297214709704612,0.301113413648976,0.702785290295388,0.702785290295388,0.698886586351024,0.583403796250401,0.583403796250401,0.580167361576814
"2007_chick1",NA,"C19",2007,NA,"C",2023,"B","chick1",1,2,1,"27.05.2023",56,"13:42","C_19_3",13,0,"C22023",5.77,0,1,0,1,"2_chick1",2,2.09,2.33,"C2",0.599535693557749,0,0.331398723157283,0,0,0,0,0,0.0104468949506675,0,0,0,0,0,0,0,0,0,0,0,0,0.0586186883343007,0,0,0,0,0,0,0.930934416715032,0.930934416715032,0.331398723157283,0.0690655832849681,0.0690655832849681,0.668601276842717,0.930934416715032,0.930934416715032,0.331398723157283,0.331131296449215,0.331131296449215,0.117877786952931
"2008_AF",NA,"C20",2008,"B5G6362","C",2023,"B","AF",5,-0.5,1,"20.05.2023",49,"09:20","C_20_2",10,10,"C12023",5.08,1,1,0,1,"2_AF",9,1.78555555555556,2.41,"C1",0.0385200974421437,0,0.959652862362972,0,0,0,0,0,0,0,0,0,0,0,0,0.00182704019488429,0,0,0,0,0,0,0,0,0,0,0,0,0.998172959805116,0.998172959805116,0.959652862362972,0.00182704019488429,0.00182704019488429,0.040347137637028,0.998172959805116,0.998172959805116,0.959652862362972,0.737457817772778,0.737457817772778,0.708998875140608
"2008_AM",NA,"C20",2008,"B5G6694","C",2023,"B","AM",5,0.5,1,"20.05.2023",49,"09:52","C_20_1",10,10,"C12023",5.08,1,1,0,1,"2_AM",9,1.78555555555556,2.41,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.106570901679122,0.106570901679122,0.106570901679122
"2008_chick1",NA,"C20",2008,NA,"C",2023,"B","chick1",1,2,1,"20.05.2023",49,"10:22","C_20_3",10,10,"C12023",5.08,1,1,0,1,"2_chick1",9,1.78555555555556,2.41,"C1",0.00373482726423903,0.00342359165888578,0.980080921257392,0.00404606286959228,0,0,0,0.00591347650171179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817928,0.987239340180517,0.983815748521631,0.983504512916277,0.0127606598194833,0.0161842514783691,0.0164954870837224,0.987239340180517,0.983815748521631,0.983504512916278,0.531947006540332,0.530102297501258,0.529934596679524
"2008_chick2","B","C20",2008,NA,"C",2023,"B","chick2",1,2,2,"25.05.2023",54,"12:43","C_20_4B",10,10,"C12023",5.08,1,1,0,2,"2_chick2",9,1.78555555555556,2.41,"C1",0.318289275736084,0,0.681710724263916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.681710724263916,0,0,0.318289275736084,1,1,0.681710724263916,0.4072647702407,0.4072647702407,0.277636761487965
"2008_chick2","C","C20",2008,NA,"C",2023,"B","chick2",1,2,1,"25.05.2023",54,"12:43","C_20_4C",10,10,"C12023",5.08,1,1,0,3,"2_chick2",9,1.78555555555556,2.41,"C1",0.75377969762419,0,0.159827213822894,0,0,0,0,0,0,0,0,0,0,0,0,0.0863930885529157,0,0,0,0,0,0,0,0,0,0,0,0,0.913606911447084,0.913606911447084,0.159827213822894,0.0863930885529157,0.0863930885529157,0.840172786177106,0.913606911447084,0.913606911447084,0.159827213822894,0.0200189304306673,0.0200189304306673,0.00350212967345007
"2009_AF",NA,"C21",2009,"C5H7090","C",2023,"G","AF",5,-0.5,1,"23.05.2023",52,"13:22","C_21_2",7,6,"C12023",5.08,1,1,1,1,"1_AF",6,1.725,2.05,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.00522765598650928,0.00522765598650928,0.00522765598650928
"2009_AM",NA,"C21",2009,"C5H7064","C",2023,"G","AM",6,0.5,1,"21.05.2023",50,"11:47","C_21_1",7,6,"C12023",5.08,1,1,1,1,"1_AM",6,1.725,2.05,"C1",0.135176031473823,0,0.862604660546756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221930797942097,0,0,0,0,0,0,0.997780692020579,0.997780692020579,0.862604660546756,0.00221930797942097,0.00221930797942097,0.137395339453244,0.997780692020579,0.997780692020579,0.862604660546756,0.768113691077114,0.768113691077114,0.664052186068183
"2009_chick2","A","C21",2009,NA,"C",2023,"G","chick2",1,2,1,"25.05.2023",54,"12:16","C_21_4A",7,6,"C12023",5.08,1,1,0,1,"1_chick2",6,1.725,2.05,"C1",0.260374493927125,0.671052631578948,0.0645242914979757,0,0,0,0,0,0.00404858299595141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995951417004049,0.324898785425101,0.735576923076923,0.00404858299595141,0.675101214574899,0.264423076923077,0.995951417004049,0.324898785425101,0.735576923076923,0.936919781004523,0.305641513925256,0.691978100452273
"2009_chick2","B","C21",2009,NA,"C",2023,"G","chick2",1,2,2,"25.05.2023",54,"12:16","C_21_4B",7,6,"C12023",5.08,1,1,0,2,"1_chick2",6,1.725,2.05,"C1",0.00278551532033426,0.871402042711235,0.125812441968431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.128597957288765,0.997214484679666,0,0.871402042711235,0.00278551532033426,1,0.128597957288765,0.997214484679666,0.8093180537291,0.104076648506481,0.807063685891414
"2011_AM",NA,"C22",2011,"C3F7534","C",2023,"G","AM",5,0.5,1,"16.05.2023",45,"07:44","C_22_1",9,8,"C12023",5.08,1,1,1,1,"1_AM",4,1.7475,1.85,"C1",0.0426871938418474,0,0.957312806158153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.957312806158153,0,0,0.0426871938418474,1,1,0.957312806158153,0.170871696759536,0.170871696759536,0.163577663517876
"2011_chick1",NA,"C22",2011,NA,"C",2023,"G","chick1",1,2,2,"16.05.2023",45,"08:45","C_22_3",9,8,"C12023",5.08,1,1,0,1,"1_chick1",4,1.7475,1.85,"C1",0.0940438871473355,0,0.905956112852665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.905956112852665,0,0,0.0940438871473355,1,1,0.905956112852665,0.0246332046332047,0.0246332046332047,0.0223166023166023
"2011_chick2",NA,"C22",2011,NA,"C",2023,"G","chick2",1,2,1,"20.05.2023",49,"12:09","C_22_4",9,8,"C12023",5.08,1,1,0,1,"1_chick2",4,1.7475,1.85,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.951997924234562,0.951997924234562,0.951997924234562
"2015_chick1","C","C24",2015,NA,"C",2023,"B","chick1",1,2,3,"27.05.2023",56,"11:36","C_24_3C",10,7,"C12023",5.08,1,1,0,3,"2_chick1",8,1.665,2.34,"C1",0.122094024453246,0,0.606164973308076,0,0,0,0,0.271741002238678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728258997761322,0.728258997761322,0.606164973308076,0.271741002238678,0.271741002238678,0.393835026691924,0.728258997761322,0.728258997761322,0.606164973308076,0.596305696559503,0.596305696559503,0.496333897349126
"2015_chick2",NA,"C24",2015,NA,"C",2023,"B","chick2",1,2,3,"01.06.2023",61,"10:44","C_24_4",10,7,"C12023",5.08,1,1,0,1,"2_chick2",8,1.665,2.34,"C1",0,0,0.763440860215053,0,0,0,0,0,0,0,0,0,0,0,0,0.236559139784947,0,0,0,0,0,0,0,0,0,0,0,0,0.763440860215053,0.763440860215053,0.763440860215053,0.236559139784947,0.236559139784947,0.236559139784947,0.763440860215053,0.763440860215053,0.763440860215053,0.0124838823115695,0.0124838823115695,0.0124838823115695
"2016_AF",NA,"C25",2016,"CS87512","C",2023,"G","AF",5,-0.5,1,"19.05.2023",48,"09:12","C_25_2",8,7,"C12023",5.08,1,1,0,1,"1_AF",6,1.6,2.04,"C1",0,0,0.881374127750939,0,0,0,0,0,0,0,0,0,0,0,0,0.118625872249061,0,0,0,0,0,0,0,0,0,0,0,0,0.881374127750939,0.881374127750939,0.881374127750939,0.118625872249061,0.118625872249061,0.118625872249061,0.881374127750939,0.881374127750939,0.881374127750939,0.458755325836418,0.458755325836418,0.458755325836418
"2016_AM",NA,"C25",2016,"C5H7101","C",2023,"G","AM",6,0.5,1,"19.05.2023",48,"08:31","C_25_1",8,7,"C12023",5.08,1,1,0,1,"1_AM",6,1.6,2.04,"C1",0.422506040731792,0,0.51423886779427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180358992060752,0,0,0.025025888850535,0,0,0,0,0,0.0201933034173282,0.936744908526062,0.936744908526062,0.51423886779427,0.0632550914739385,0.0632550914739385,0.48576113220573,0.936744908526062,0.936744908526062,0.51423886779427,0.384615384615385,0.384615384615385,0.211139850476562
"2016_chick1",NA,"C25",2016,NA,"C",2023,"G","chick1",1,2,2,"19.05.2023",48,"09:30","C_25_3",8,7,"C12023",5.08,1,1,0,1,"1_chick1",6,1.6,2.04,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.64140381456776,0.64140381456776,0.64140381456776
"2016_chick2","A","C25",2016,NA,"C",2023,"G","chick2",1,2,1,"23.05.2023",52,"12:43","C_25_4A",8,7,"C12023",5.08,1,1,0,1,"1_chick2",6,1.6,2.04,"C1",0.157296560084862,0.381800272768602,0.458554326413092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234884073344446,0,0,0,0,0,0,0,0,0,0.997651159266556,0.615850886497954,0.840354599181694,0.00234884073344446,0.384149113502046,0.159645400818306,0.997651159266556,0.615850886497954,0.840354599181694,0.992761818593079,0.612832692452688,0.836236145668401
"2016_chick2","B","C25",2016,NA,"C",2023,"G","chick2",1,2,1,"23.05.2023",52,"12:43","C_25_4B",8,7,"C12023",5.08,1,1,0,2,"1_chick2",6,1.6,2.04,"C1",0.0458797770700637,0.639132165605096,0.124104299363057,0,0.190883757961783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809116242038217,0.169984076433121,0.763236464968153,0.190883757961783,0.830015923566879,0.236763535031847,0.809116242038217,0.169984076433121,0.763236464968153,0.780604896783485,0.163994239078252,0.736341814690351
"2016_chick2","C","C25",2016,NA,"C",2023,"G","chick2",1,2,1,"23.05.2023",52,"12:43","C_25_4C",8,7,"C12023",5.08,1,1,0,3,"1_chick2",6,1.6,2.04,"C1",0.0867614061331339,0.863019553371087,0.0502190404957795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.136980446628913,0.913238593866866,0,0.863019553371087,0.0867614061331339,1,0.136980446628913,0.913238593866866,0.973476180570002,0.133347201997088,0.889016018306636
"2017_AF",NA,"C26",2017,"B5K0689","C",2023,"B","AF",5,-0.5,1,"01.06.2023",61,"11:05","C_26_2",11,5,"C12023",5.08,1,1,0,1,"2_AF",4,1.71,1.91,"C1",0,0,0.0442254723202855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955774527679714,0.0442254723202855,0.0442254723202855,0.0442254723202855,0.955774527679714,0.955774527679714,0.955774527679714,0.0442254723202855,0.0442254723202855,0.0442254723202855,0.0356841017935956,0.0356841017935956,0.0356841017935956
"2017_chick2",NA,"C26",2017,NA,"C",2023,"B","chick2",1,2,2,"06.06.2023",66,NA,"C_26_4",11,5,"C12023",5.08,1,1,0,1,"2_chick2",4,1.71,1.91,"C1",0.470383275261323,0,0.529616724738677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.529616724738677,0,0,0.470383275261323,1,1,0.529616724738677,0.0386610089580387,0.0386610089580387,0.0204755169394491
"2018_AF",NA,"C27",2018,"C5H7450","C",2023,"G","AF",5,-0.5,1,"30.05.2023",59,"12:20","C_27_2",8,4,"C12023",5.08,1,1,0,1,"1_AF",4,1.74,2.03,"C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.28202947845805,0.28202947845805,0.28202947845805
"2019_AM",NA,"C28",2019,"C3M0258","C",2023,"G","AM",6,0.5,1,"27.05.2023",56,"12:48","C_28_1",9,7,"C22023",5.77,0,1,0,1,"1_AM",4,1.705,2.07,"C2",0.798298276681208,0,0.17371398954779,0,0,0,0,0,0.00151168315121151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264760506197901,0,0,0.972012266228999,0.972012266228999,0.17371398954779,0.0279877337710016,0.0279877337710016,0.82628601045221,0.972012266228999,0.972012266228999,0.17371398954779,0.773872975482273,0.773872975482273,0.138303359581857
"2019_chick1","B","C28",2019,NA,"C",2023,"G","chick1",1,2,2,"26.05.2023",55,"15:55","C_28_3B",9,7,"C22023",5.77,0,1,0,2,"1_chick1",4,1.705,2.07,"C2",0.249563264287496,0.0265784876466184,0.70439231345146,0,0,0,0,0,0,0,0,0,0,0,0,0.0136011979036686,0,0,0,0,0,0.00586473671075618,0,0,0,0,0,0,0.980534065385575,0.953955577738957,0.730970801098079,0.0194659346144248,0.0460444222610431,0.269029198901921,0.980534065385575,0.953955577738957,0.730970801098079,0.845037100763523,0.822131411979783,0.629960210775352
"2019_chick2","A","C28",2019,NA,"C",2023,"G","chick2",1,2,2,"30.05.2023",59,"12:01","C_28_4A",9,7,"C22023",5.77,0,1,0,1,"1_chick2",4,1.705,2.07,"C2",0.421984296930765,0.578015703069235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.421984296930765,0.578015703069235,0,0.578015703069235,0.421984296930765,1,0.421984296930765,0.578015703069235,0.426821837679747,0.180112113087985,0.246709724591762
"2022_chick1",NA,"C31",2022,NA,"C",2023,"G","chick1",1,2,2,"21.05.2023",50,"14:30","C_31_3",9,6,"C22023",5.77,0,1,0,1,"1_chick1",3,1.54,1.97,"C2",0.0220075147611379,0,0.965110037573806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128824476650563,0.987117552334944,0.987117552334944,0.965110037573806,0.0128824476650563,0.0128824476650563,0.0348899624261942,0.987117552334944,0.987117552334944,0.965110037573806,0.115232784009023,0.115232784009023,0.112663700733129
"2022_chick2",NA,"C31",2022,NA,"C",2023,"G","chick2",1,2,2,"25.05.2023",54,"07:47","C_31_4",9,6,"C22023",5.77,0,1,0,1,"1_chick2",3,1.54,1.97,"C2",0,0.644488361879666,0.343873517786561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116381203337725,0.988361879666227,0.343873517786561,0.988361879666227,0.0116381203337725,0.656126482213439,0.0116381203337725,0.988361879666227,0.343873517786561,0.988361879666227,0.747550240823783,0.260089686098655,0.747550240823783
"2023_AM",NA,"C32",2023,"B5G6304","C",2023,"B","AM",5,0.5,1,"23.05.2023",52,"07:29","C_32_1",9,5,"C22023",5.77,0,1,0,1,"2_AM",1,0.99,0.99,"C2",0.0829466357308584,0,0.833139984532096,0,0,0,0,0.0547177107501935,0,0,0,0,0,0,0,0.00367362722351123,0,0,0,0,0,0,0,0,0,0,0,0.0255220417633411,0.916086620262954,0.916086620262954,0.833139984532096,0.0839133797370459,0.0839133797370459,0.166860015467904,0.916086620262954,0.916086620262954,0.833139984532096,0.338694688683966,0.338694688683966,0.308027736078347
